id	target	response	score	question
bsher79	the mantle	I don't know	0	What is the layer that lies beneath the crust?
dmosi93	the mantle	I don't know	0	What is the layer that lies beneath the crust?
kcoll69	the mantle	core	0	What is the layer that lies beneath the crust?
cloy77	the mantle	I don't know	0	What is the layer that lies beneath the crust?
aruss55	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mwilb70	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sevan90	the mantle	idk	0	What is the layer that lies beneath the crust?
jflem89	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ahayw86	the mantle	plate	0	What is the layer that lies beneath the crust?
egetz07	the mantle	I don't know	0	What is the layer that lies beneath the crust?
bconk64	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jbrad94	the mantle	I don't know	0	What is the layer that lies beneath the crust?
crami87	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mbrow71	the mantle	I don't know	0	What is the layer that lies beneath the crust?
aboer60	the mantle	I don't know	0	What is the layer that lies beneath the crust?
shall79	the mantle	I don't know	0	What is the layer that lies beneath the crust?
rburg66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ggreg66	the mantle	core	0	What is the layer that lies beneath the crust?
jblak74	the mantle	I don't know	0	What is the layer that lies beneath the crust?
brobi54	the mantle	core	0	What is the layer that lies beneath the crust?
eirel61	the mantle	I don't know	0	What is the layer that lies beneath the crust?
abarn71	the mantle	I don't know	0	What is the layer that lies beneath the crust?
enoer61	the mantle	I don't know	0	What is the layer that lies beneath the crust?
iguey66	the mantle	mantle	1	What is the layer that lies beneath the crust?
eside63	the mantle	I don't know	0	What is the layer that lies beneath the crust?
kseit94	the mantle	stone?	0	What is the layer that lies beneath the crust?
lcarn56	the mantle	I don't know	0	What is the layer that lies beneath the crust?
epete74	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jwalt55	the mantle	I don't know	0	What is the layer that lies beneath the crust?
dmont59	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jbarb51	the mantle	rock sedimet	0	What is the layer that lies beneath the crust?
aklem75	the mantle	I don't know	0	What is the layer that lies beneath the crust?
lpuck85	the mantle	earthquak	0	What is the layer that lies beneath the crust?
hpatt80	the mantle	rock	0	What is the layer that lies beneath the crust?
kshat69	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cfros55	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jdaug60	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mgonz82	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ncasa56	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mbatt84	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sfran66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cmerc92	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sfros91	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mmorg96	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sogle73	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mumho63	the mantle	I don't know	0	What is the layer that lies beneath the crust?
tdelu72	the mantle	I don't know	0	What is the layer that lies beneath the crust?
abeec66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
iflan59	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ryosh64	the mantle	I don't know	0	What is the layer that lies beneath the crust?
lmohr62	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mfroo55	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cpere94	the mantle	I don't know	0	What is the layer that lies beneath the crust?
aprat71	the mantle	the center	0	What is the layer that lies beneath the crust?
bbuga71	the mantle	Stone	0	What is the layer that lies beneath the crust?
lkric66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ddigr96	the mantle	the magma layer	0	What is the layer that lies beneath the crust?
icruz76	the mantle	iner 	0	What is the layer that lies beneath the crust?
lgurl88	the mantle	I don't know	0	What is the layer that lies beneath the crust?
kaoki90	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sfran66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
owhit92	the mantle	I don't know	0	What is the layer that lies beneath the crust?
idiet54	the mantle	I don't know	0	What is the layer that lies beneath the crust?
pobri85	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cwood92	the mantle	I don't know	0	What is the layer that lies beneath the crust?
egu53	the mantle	I don't know	0	What is the layer that lies beneath the crust?
aange64	the mantle	the layer beneath the crust	0	What is the layer that lies beneath the crust?
cmoor96	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jselb77	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sye90	the mantle	mantle	1	What is the layer that lies beneath the crust?
yelle61	the mantle	I don't know	0	What is the layer that lies beneath the crust?
rcai50	the mantle	Magma	0	What is the layer that lies beneath the crust?
zkazi85	the mantle	I don't know	0	What is the layer that lies beneath the crust?
wmathi31	the mantle	core	0	What is the layer that lies beneath the crust?
olans59	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mhamm65	the mantle	I don't know	0	What is the layer that lies beneath the crust?
abail54	the mantle	I don't know	0	What is the layer that lies beneath the crust?
zyou89	the mantle	I don't know	0	What is the layer that lies beneath the crust?
agu52	the mantle	mantle	1	What is the layer that lies beneath the crust?
rhass95	the mantle	mantle	1	What is the layer that lies beneath the crust?
rkunk88	the mantle	"techtonic plates"	0	What is the layer that lies beneath the crust?
mvemu68	the mantle	I don't know	0	What is the layer that lies beneath the crust?
bzhan76	the mantle	I don't know	0	What is the layer that lies beneath the crust?
dzhan71	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mbatt84	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ncasa56	the mantle	I don't know	0	What is the layer that lies beneath the crust?
jdaug60	the mantle	I don't know	0	What is the layer that lies beneath the crust?
ddigr96	the mantle	the mantle	1	What is the layer that lies beneath the crust?
icruz76	the mantle	fold	0	What is the layer that lies beneath the crust?
tdelu72	the mantle	middle	0	What is the layer that lies beneath the crust?
bbuga71	the mantle	Ore	0	What is the layer that lies beneath the crust?
kaoki90	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mfroo55	the mantle	I don't know	0	What is the layer that lies beneath the crust?
iflan59	the mantle	mantal	1	What is the layer that lies beneath the crust?
aprat71	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mgonz82	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cfros55	the mantle	plates	0	What is the layer that lies beneath the crust?
abeec66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
lkric66	the mantle	the mantle	1	What is the layer that lies beneath the crust?
sfran66	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cmerc92	the mantle	I don't know	0	What is the layer that lies beneath the crust?
cpere94	the mantle	I don't know	0	What is the layer that lies beneath the crust?
lmohr62	the mantle	mantle	1	What is the layer that lies beneath the crust?
kshat69	the mantle	mantle	1	What is the layer that lies beneath the crust?
cpere94	the mantle	I don't know	0	What is the layer that lies beneath the crust?
mumho63	the mantle	I don't know	0	What is the layer that lies beneath the crust?
sfros91	the mantle	mantle	1	What is the layer that lies beneath the crust?
